nt,NA
dvpi,NA
fbhcgT1,0.3723
afpT1,0.2509
plgf,0.19046
pappa,0.3307
hcg,0.3772
fbhcgT2,0.33
afpT2,0.1745
ue3,0.1502
inha,0.1779
fhr,8.2202
