constant,1.41525
sm,0.40028
nt,0.33977
crl,-0.09583
p_lmom,-0.43101
f_lmom,0.36029
black,1.21343
asian,0.29148
mixed,0.47026
oriental,0.20375
t21,3.60897
t18,2.15925
t13,2.31695
