nt,NA
dvpi,NA
fbhcgT1,0.2416
afpT1,0.1863
plgf,0.15683
pappa,0.2362
hcg,0.2276
fbhcgT2,0.2577
afpT2,0.1399
ue3,0.1142
inha,0.2714
fhr,8.1444
