nt,NA
dvpi,NA
fbhcgT1,0.2699
afpT1,0.196
plgf,0.18084
pappa,0.2359
hcg,0.2395
fbhcgT2,0.2965
afpT2,0.1398
ue3,0.1238
inha,0.2213
fhr,7.2323
