a0,-3.367
a1,-0.02474
a2,0.8684
b0,0.6977
b1,0.01189
b2,-0.0001036
b3,0.01768
mc,1.561
m13,1.728
m18,2.078
m21,1.834
p21,0.8682
p13,0.7819
p18,0.8327
sd,0.1475
sd.op,0.0354
sd.b ,0.5009
sd.t13,0.5009
sd.t18 ,0.9004
sd.t21,0.5009
